order_id,customer_id,employee_id,order_date,ship_date,order_status,payment_method,order_total
O11649,C0056,E101,2024-06-07,2024-06-10,Delivered,UPI,12.5
O11650,C0096,E103,2024-10-29,2024-11-01,Delivered,UPI,1730.92
O11651,C0125,E102,2025-07-06,2025-07-07,Returned,UPI,259.91
O11652,C0141,E108,2024-05-21,2024-05-25,Delivered,UPI,641.94
O11653,C0143,E100,2025-06-10,2025-06-12,Delivered,UPI,621.0
O11654,C0132,E107,2025-09-27,2025-09-30,Delivered,Cash,694.08
O11655,C0120,E104,2024-11-23,2024-11-27,Delivered,Cheque,680.21
O11656,C0072,E108,2025-08-29,2025-08-31,Delivered,UPI,306.22
O11657,C0018,E101,2025-02-16,2025-02-20,Delivered,Bank Transfer,11603.22
O11658,C0148,E101,2025-04-20,2025-04-23,Cancelled,Cash,0.0
O11659,C0060,E109,2025-01-22,2025-01-25,Delivered,UPI,239.12
O11660,C0065,E106,2024-11-29,2024-12-02,Delivered,UPI,3283.2
O11661,C0073,E100,2024-06-19,2024-06-21,Delivered,UPI,134.08
O11662,C0085,E108,2024-08-13,2024-08-16,Delivered,UPI,61.76
O11663,C0085,E103,2024-08-01,2024-08-05,Delivered,Cash,741.62
O11664,C0045,E100,2025-02-23,2025-02-25,Delivered,Credit Terms,12665.22
O11665,C0015,E100,2024-04-09,2024-04-11,Delivered,Cash,21085.16
O11666,C0093,E106,2025-10-29,2025-11-02,Returned,UPI,2999.28
O11667,C0133,E109,2025-06-11,2025-06-13,Delivered,Cheque,435.77
O11668,C0054,E102,2024-10-19,2024-10-24,Returned,UPI,207.9
O11669,C0139,E105,2024-05-03,2024-05-08,Delivered,UPI,145.74
O11670,C0057,E109,2025-10-06,2025-10-09,Delivered,UPI,836.89
O11671,C0045,E101,2025-08-31,2025-09-02,Delivered,Cash,9058.7
O11672,C0058,E100,2025-06-11,2025-06-13,Delivered,UPI,704.33
O11673,C0043,E102,2024-07-17,2024-07-20,Delivered,Bank Transfer,12375.66
O11674,C0100,E107,2024-10-20,2024-10-22,Delivered,Bank Transfer,443.43
O11675,C0069,E106,2024-03-29,2024-04-02,Delivered,UPI,1108.83
O11676,C0073,E104,2024-05-22,2024-05-26,Delivered,UPI,145.54
O11677,C0118,E102,2025-07-26,2025-07-28,Returned,Cash,319.78
O11678,C0062,E105,2025-06-07,2025-06-08,Delivered,Cash,27.72
O11679,C0091,E103,2025-03-21,2025-03-25,Delivered,UPI,718.56
O11680,C0061,E105,2025-10-15,2025-10-19,Delivered,UPI,33.52
O11681,C0143,E103,2025-03-12,2025-03-15,Delivered,Cash,178.43
O11682,C0078,E100,2024-12-02,2024-12-07,Delivered,UPI,1070.52
O11683,C0034,E103,2024-09-10,2024-09-13,Delivered,Bank Transfer,11742.78
O11684,C0062,E103,2025-11-14,2025-11-17,Delivered,Cash,1415.73
O11685,C0100,E104,2024-03-12,2024-03-14,Delivered,Cash,914.21
O11686,C0067,E103,2025-11-08,2025-11-11,Delivered,UPI,221.95
O11687,C0028,E106,2025-09-02,2025-09-07,Delivered,Cheque,20483.11
O11688,C0135,E102,2024-04-16,2024-04-21,Delivered,UPI,388.8
O11689,C0032,E102,2025-02-25,2025-02-26,Delivered,Credit Terms,15797.77
O11690,C0114,E108,2025-09-26,2025-09-30,Delivered,Cash,624.56
O11691,C0003,E108,2025-03-03,2025-03-08,Delivered,Credit Terms,13298.47
O11692,C0084,E102,2025-10-23,2025-10-26,Delivered,UPI,1281.26
O11693,C0120,E100,2025-11-16,2025-11-21,Delivered,UPI,971.29
O11694,C0104,E104,2024-11-02,2024-11-07,Delivered,Bank Transfer,117.36
O11695,C0092,E103,2024-10-03,2024-10-06,Delivered,UPI,251.73
O11696,C0034,E102,2025-11-11,2025-11-15,Returned,Cheque,29075.07
O11697,C0127,E105,2025-05-14,2025-05-17,Delivered,UPI,452.34
O11698,C0091,E103,2024-04-07,2024-04-08,Delivered,Cheque,567.54
O11699,C0044,E107,2024-02-06,2024-02-08,Returned,Credit Terms,10300.84
O11700,C0131,E105,2025-02-24,2025-03-01,Delivered,Cash,760.47
O11701,C0125,E108,2025-11-07,2025-11-10,Delivered,Cash,487.01
O11702,C0108,E107,2025-09-13,2025-09-17,Delivered,Bank Transfer,1843.54
O11703,C0025,E106,2025-05-14,2025-05-15,Delivered,Cheque,15183.01
O11704,C0006,E106,2024-04-21,2024-04-24,Delivered,Bank Transfer,2825.27
O11705,C0121,E104,2024-07-02,2024-07-07,Delivered,UPI,181.46
O11706,C0049,E102,2025-10-02,2025-10-04,Delivered,UPI,1646.31
O11707,C0107,E107,2024-05-18,2024-05-20,Delivered,Cash,495.39
O11708,C0085,E101,2024-07-23,2024-07-25,Delivered,UPI,860.77
O11709,C0069,E108,2024-04-15,2024-04-18,Delivered,UPI,33.24
O11710,C0115,E108,2025-05-14,2025-05-15,Delivered,UPI,264.1
O11711,C0114,E106,2025-11-16,2025-11-17,Delivered,UPI,214.61
O11712,C0084,E108,2024-07-14,2024-07-15,Delivered,UPI,268.4
O11713,C0084,E108,2024-12-09,2024-12-14,Delivered,Cash,1027.59
O11714,C0032,E104,2025-04-18,2025-04-20,Delivered,Bank Transfer,3104.51
O11715,C0116,E109,2025-12-30,2026-01-02,Returned,Cash,6.76
O11716,C0092,E105,2024-03-31,2024-04-02,Cancelled,Bank Transfer,0.0
O11717,C0110,E104,2024-12-29,2025-01-03,Delivered,UPI,598.8
O11718,C0090,E104,2024-10-08,2024-10-12,Delivered,UPI,-2717.93
O11719,C0119,E107,2025-09-26,2025-09-28,Delivered,UPI,343.74
O11720,C0091,E109,2024-12-10,2024-12-15,Delivered,Cash,383.98
O11721,C0014,E102,2024-04-04,2024-04-08,Delivered,Bank Transfer,14524.48
O11722,C0069,E105,2025-04-18,2025-04-21,Returned,Cash,65.16
O11723,C0029,E109,2025-07-16,2025-07-18,Delivered,Credit Terms,20129.71
O11724,C0107,E105,2024-01-03,2024-01-04,Delivered,Cash,1627.71
O11725,C0047,E108,2025-09-22,2025-09-23,Delivered,UPI,210.8
O11726,C0101,E106,2024-05-20,2024-05-22,Cancelled,UPI,0.0
O11727,C0127,E106,2025-02-13,2025-02-14,Delivered,UPI,136.87
O11728,C0093,E100,2024-10-29,2024-11-03,Delivered,Cash,1013.53
O11729,C0006,E104,2025-06-10,2025-06-11,Returned,Credit Terms,17038.79
O11730,C0022,E109,2024-09-29,2024-09-30,Delivered,Bank Transfer,13860.34
O11731,C0005,E103,2025-09-28,2025-09-29,Delivered,Cash,11798.2
O11732,C0058,E101,2025-06-17,2025-06-21,Delivered,UPI,1099.06
O11733,C0041,E101,2025-04-27,2025-04-28,Delivered,UPI,13933.79
O11734,C0113,E109,2025-08-07,2025-08-10,Delivered,UPI,450.07
O11735,C0048,E100,2025-07-01,2025-07-03,Delivered,Cash,296.74
O11736,C0109,E103,2024-02-01,2024-02-05,Delivered,UPI,1318.56
O11737,C0096,E108,2024-10-15,2024-10-20,Delivered,UPI,185.22
O11738,C0118,E104,2025-11-08,2025-11-13,Delivered,Bank Transfer,259.98
O11739,C0131,E102,2024-04-13,2024-04-17,Delivered,UPI,1090.0
O11740,C0122,E103,2025-06-21,2025-06-22,Delivered,Cheque,208.32
O11741,C0091,E100,2025-12-09,2025-12-10,Delivered,UPI,921.9
O11742,C0043,E108,2024-02-15,2024-02-17,Delivered,Credit Terms,11304.72
O11743,C0068,E102,2025-05-18,2025-05-21,Delivered,Cash,415.07
O11744,C0051,E101,2024-12-03,2024-12-07,Returned,Cash,292.86
O11745,C0087,E105,2025-03-09,2025-03-14,Delivered,UPI,333.06
O11746,C0098,E103,2024-03-14,2024-03-16,Delivered,Cash,1987.46
O11747,C0140,E102,2024-02-07,2024-02-09,Delivered,Cash,1007.27
O11748,C0004,E102,2025-05-08,2025-05-11,Delivered,Bank Transfer,3200.25
O11749,C0027,E108,2025-08-30,2025-08-31,Cancelled,UPI,0.0
O11750,C0043,E100,2025-07-26,2025-07-31,Delivered,UPI,2816.97
O11751,C0093,E102,2025-02-06,2025-02-10,Delivered,UPI,371.29
O11752,C0032,E108,2024-03-27,2024-03-30,Delivered,Bank Transfer,8433.63
O11753,C0035,E100,2025-05-21,2025-05-22,Delivered,Credit Terms,3434.78
O11754,C0077,E102,2024-06-24,2024-06-26,Delivered,Cash,1656.06
O11755,C0006,E104,2025-10-26,2025-10-29,Delivered,Bank Transfer,9605.86
O11756,C0113,E105,2025-09-09,2025-09-13,Delivered,UPI,1572.37
O11757,C0134,E107,2025-06-04,2025-06-07,Delivered,UPI,345.43
O11758,C0044,E104,2025-11-20,2025-11-22,Delivered,Credit Terms,19578.62
O11759,C0020,E109,2024-01-28,2024-01-31,Delivered,Cash,14140.89
O11760,C0003,E103,2025-06-20,2025-06-22,Delivered,Bank Transfer,5851.38
O11761,C0077,E106,2024-09-04,2024-09-05,Returned,UPI,1956.09
O11762,C0030,E104,2025-10-22,2025-10-25,Delivered,Bank Transfer,12924.41
O11763,C0078,E106,2024-07-12,2024-07-13,Delivered,Cash,182.04
O11764,C0046,E101,2025-06-13,2025-06-14,Delivered,Cash,175.64
O11765,C0032,E106,2025-10-03,2025-10-08,Delivered,Cash,23215.24
O11766,C0095,E103,2024-02-05,2024-02-06,Delivered,Cash,212.8
O11767,C0018,E106,2024-10-17,2024-10-20,Delivered,Bank Transfer,17125.19
O11768,C0066,E108,2025-07-09,2025-07-13,Delivered,Cash,193.0
O11769,C0070,E107,2024-11-24,2024-11-28,Delivered,Cheque,134.52
O11770,C0041,E107,2024-07-13,2024-07-16,Cancelled,UPI,0.0
O11771,C0147,E108,2024-06-10,2024-06-12,Delivered,Cash,1644.04
O11772,C0117,E103,2024-04-17,2024-04-19,Delivered,Cash,362.3
O11773,C0065,E109,2025-09-20,2025-09-25,Delivered,Cash,1296.26
O11774,C0144,E103,2025-03-06,2025-03-11,Delivered,UPI,327.5
O11775,C0051,E100,2024-03-06,2024-03-10,Delivered,UPI,336.72
O11776,C0096,E102,2024-10-07,2024-10-08,Delivered,UPI,1993.85
O11777,C0142,E102,2024-09-27,2024-10-02,Cancelled,Cash,0.0
O11778,C0035,E108,2024-05-18,2024-05-19,Delivered,Bank Transfer,13761.02
O11779,C0146,E107,2024-11-11,2024-11-15,Delivered,UPI,738.41
O11780,C0108,E107,2024-09-05,2024-09-10,Delivered,UPI,493.32
O11781,C0126,E105,2024-09-11,2024-09-12,Delivered,Cheque,458.79
O11782,C0043,E107,2025-06-22,2025-06-26,Delivered,Credit Terms,844.16
O11783,C0099,E103,2024-06-12,2024-06-16,Returned,Cash,687.6
O11784,C0122,E101,2025-04-23,2025-04-28,Delivered,UPI,1994.4
O11785,C0145,E105,2025-03-01,2025-03-05,Delivered,UPI,380.34
O11786,C0126,E108,2025-02-27,2025-03-01,Delivered,Cash,43.4
O11787,C0118,E109,2025-05-06,2025-05-11,Delivered,Cash,759.19
O11788,C0146,E101,2025-02-10,2025-02-11,Delivered,Cash,78.66
O11789,C0010,E101,2025-10-04,2025-10-07,Delivered,UPI,5882.62
O11790,C0107,E101,2025-05-14,2025-05-19,Delivered,Cash,338.64
O11791,C0136,E100,2025-02-09,2025-02-14,Delivered,UPI,497.17
O11792,C0098,E106,2025-09-04,2025-09-09,Delivered,UPI,388.92
O11793,C0074,E108,2025-04-01,2025-04-05,Cancelled,Cash,0.0
O11794,C0126,E106,2024-08-02,2024-08-05,Delivered,UPI,970.12
O11795,C0008,E109,2024-06-02,2024-06-05,Delivered,Bank Transfer,6756.01
O11796,C0090,E106,2024-04-29,2024-05-03,Delivered,UPI,180.45
O11797,C0073,E105,2025-10-18,2025-10-23,Delivered,UPI,259.98
O11798,C0069,E102,2025-06-04,2025-06-06,Returned,Cheque,326.49
O11799,C0100,E109,2025-11-12,2025-11-14,Delivered,Cash,75.46
O11800,C0110,E104,2025-03-30,2025-04-03,Delivered,Cash,63.8
O11801,C0022,E106,2024-12-08,2024-12-11,Delivered,Bank Transfer,9872.51
O11802,C0113,E100,2024-02-21,2024-02-24,Delivered,UPI,26.6
O11803,C0004,E106,2025-05-11,2025-05-13,Delivered,Bank Transfer,6659.97
O11804,C0093,E103,2025-03-11,2025-03-16,Cancelled,Cheque,0.0
O11805,C0093,E109,2025-12-22,2025-12-25,Delivered,UPI,300.58
O11806,C0032,E107,2024-06-22,2024-06-27,Delivered,UPI,11699.45
O11807,C0051,E100,2025-01-26,2025-01-28,Delivered,UPI,1337.25
O11808,C0034,E104,2025-04-29,2025-05-01,Delivered,UPI,8771.98
O11809,C0067,E105,2025-04-25,2025-04-29,Delivered,Cash,500.36
O11810,C0010,E106,2025-02-21,2025-02-26,Delivered,Cash,15786.57
O11811,C0051,E101,2025-07-21,2025-07-23,Delivered,UPI,1590.19
O11812,C0114,E109,2024-06-01,2024-06-02,Cancelled,UPI,0.0
O11813,C0047,E109,2025-06-14,2025-06-18,Delivered,UPI,642.71
O11814,C0016,E101,2025-04-09,2025-04-14,Delivered,Cash,8017.08
O11815,C0001,E107,2025-10-16,2025-10-17,Delivered,Bank Transfer,12472.46
O11816,C0006,E107,2025-09-14,2025-09-17,Delivered,Bank Transfer,13787.13
O11817,C0059,E104,2024-08-23,2024-08-27,Delivered,Cash,195.6
O11818,C0058,E104,2024-07-21,2024-07-22,Delivered,UPI,1603.56
O11819,C0126,E107,2025-12-15,2025-12-16,Delivered,UPI,8.28
O11820,C0127,E101,2025-01-23,2025-01-25,Delivered,UPI,553.92
O11821,C0103,E108,2025-10-22,2025-10-24,Delivered,Cash,502.75
O11822,C0083,E101,2024-05-07,2024-05-11,Delivered,UPI,1429.6
O11823,C0074,E103,2025-04-24,2025-04-28,Delivered,UPI,611.76
O11824,C0102,E105,2025-08-19,2025-08-22,Delivered,Bank Transfer,332.85
O11825,C0002,E103,2025-11-19,2025-11-20,Delivered,Bank Transfer,5328.86
O11826,C0139,E100,2024-09-08,2024-09-12,Delivered,Cash,1392.3
O11827,C0117,E101,2025-06-13,2025-06-17,Delivered,UPI,524.46
O11828,C0097,E103,2025-02-02,2025-02-07,Delivered,Cash,1248.39
O11829,C0107,E106,2024-02-22,2024-02-25,Delivered,UPI,190.96
O11830,C0118,E102,2025-05-23,2025-05-28,Delivered,Cash,362.16
O11831,C0044,E102,2025-05-23,2025-05-28,Delivered,Bank Transfer,14275.98
O11832,C0073,E103,2025-11-07,2025-11-12,Delivered,UPI,76.64
O11833,C0123,E108,2024-12-28,2024-12-30,Delivered,UPI,165.88
O11834,C0042,E103,2024-06-16,2024-06-21,Returned,Bank Transfer,13165.81
O11835,C0123,E103,2024-02-08,2024-02-13,Delivered,Cash,688.03
O11836,C0061,E103,2024-10-29,2024-11-01,Delivered,Cash,225.96
O11837,C0046,E100,2024-08-12,2024-08-13,Delivered,UPI,529.48
O11838,C0103,E108,2025-07-08,2025-07-12,Delivered,Cheque,1462.39
O11839,C0097,E109,2024-09-19,2024-09-23,Delivered,Cheque,495.39
O11840,C0090,E105,2025-11-20,2025-11-21,Delivered,UPI,60.55
O11841,C0042,E106,2025-11-29,2025-12-02,Cancelled,Bank Transfer,0.0
O11842,C0028,E108,2025-04-10,2025-04-15,Returned,UPI,20269.43
O11843,C0034,E102,2025-11-06,2025-11-09,Delivered,Credit Terms,4042.81
O11844,C0073,E104,2025-07-07,2025-07-12,Delivered,Cash,186.06
O11845,C0013,E104,2025-02-09,2025-02-13,Delivered,UPI,7500.67
O11846,C0060,E107,2024-05-17,2024-05-19,Delivered,UPI,2247.64
O11847,C0082,E105,2024-11-26,2024-11-27,Delivered,UPI,2475.84
O11848,C0132,E101,2025-02-21,2025-02-26,Delivered,Cash,294.0
O11849,C0148,E107,2025-09-25,2025-09-27,Delivered,UPI,965.01
O11850,C0066,E103,2024-12-14,2024-12-19,Delivered,UPI,811.6
O11851,C0067,E106,2025-10-17,2025-10-19,Delivered,UPI,474.84
O11852,C0032,E105,2025-05-13,2025-05-14,Delivered,Bank Transfer,3488.43
O11853,C0090,E108,2024-04-20,2024-04-21,Delivered,UPI,179.54
O11854,C0107,E108,2025-12-26,2025-12-30,Delivered,UPI,525.31
O11855,C0038,E101,2025-01-23,2025-01-25,Delivered,UPI,11797.66
O11856,C0031,E105,2024-10-13,2024-10-18,Delivered,Bank Transfer,8752.59
O11857,C0062,E103,2025-05-04,2025-05-08,Delivered,UPI,462.0
O11858,C0034,E102,2024-04-03,2024-04-06,Delivered,UPI,9477.11
O11859,C0115,E101,2025-04-20,2025-04-25,Delivered,UPI,233.41
O11860,C0046,E100,2024-12-29,2025-01-01,Delivered,Bank Transfer,55.44
O11861,C0043,E103,2024-10-23,2024-10-26,Delivered,Cash,10681.56
O11862,C0101,E101,2025-11-22,2025-11-26,Delivered,Cash,781.92
O11863,C0133,E106,2025-01-19,2025-01-20,Delivered,UPI,2302.26
O11864,C0065,E102,2024-06-10,2024-06-15,Delivered,UPI,276.59
O11865,C0012,E105,2024-11-26,2024-11-27,Delivered,Credit Terms,5934.37
O11866,C0133,E105,2025-10-31,2025-11-01,Delivered,UPI,25.92
O11867,C0088,E100,2024-05-14,2024-05-17,Delivered,Cash,95.12
O11868,C0144,E102,2024-06-06,2024-06-08,Returned,Cash,1363.5
O11869,C0120,E105,2024-01-12,2024-01-15,Delivered,UPI,2551.18
O11870,C0127,E102,2024-01-13,2024-01-15,Delivered,Cash,725.03
O11871,C0029,E106,2025-09-03,2025-09-05,Delivered,Cash,2011.3
O11872,C0136,E101,2025-06-18,2025-06-22,Delivered,UPI,389.22
O11873,C0136,E101,2024-09-19,2024-09-22,Delivered,Cash,1015.92
O11874,C0068,E107,2025-05-28,2025-05-30,Delivered,Cash,2249.1
O11875,C0081,E104,2024-10-15,2024-10-19,Delivered,Cash,411.05
O11876,C0028,E105,2025-11-22,2025-11-27,Delivered,Cash,15373.21
O11877,C0038,E109,2025-12-02,2025-12-03,Delivered,Credit Terms,24977.7
O11878,C0084,E104,2024-10-13,2024-10-18,Delivered,UPI,1209.12
O11879,C0073,E105,2025-09-19,2025-09-24,Delivered,Bank Transfer,390.66
O11880,C0056,E101,2025-07-18,2025-07-22,Delivered,Cash,67.58
O11881,C0064,E100,2024-08-19,2024-08-22,Delivered,Cash,379.68
O11882,C0008,E109,2024-06-18,2024-06-20,Delivered,UPI,7696.53
O11883,C0103,E107,2024-11-26,2024-11-28,Delivered,Cash,53.01
O11884,C0035,E105,2025-07-25,2025-07-27,Cancelled,UPI,0.0
O11885,C0084,E102,2025-11-27,2025-11-29,Delivered,Cash,2366.96
O11886,C0090,E103,2025-07-10,2025-07-14,Delivered,UPI,463.95
O11887,C0005,E109,2025-09-19,2025-09-24,Delivered,UPI,5346.16
O11888,C0069,E107,2025-03-29,2025-03-30,Delivered,UPI,265.82
O11889,C0039,E109,2025-09-07,2025-09-10,Delivered,Credit Terms,3119.75
O11890,C0020,E109,2025-07-28,2025-07-29,Delivered,Bank Transfer,3488.19
O11891,C0138,E102,2024-10-03,2024-10-07,Delivered,UPI,560.49
O11892,C0115,E101,2025-02-13,2025-02-18,Cancelled,UPI,0.0
O11893,C0091,E106,2025-08-14,2025-08-18,Delivered,UPI,1749.2
O11894,C0074,E106,2024-02-09,2024-02-13,Delivered,Cheque,1882.41
O11895,C0016,E108,2025-08-17,2025-08-20,Returned,UPI,7479.11
O11896,C0103,E103,2024-05-15,2024-05-17,Delivered,UPI,1025.12
O11897,C0126,E100,2025-01-12,2025-01-16,Delivered,UPI,13.3
O11898,C0132,E101,2025-08-17,2025-08-19,Delivered,Cash,495.39
O11899,C0138,E106,2024-07-01,2024-07-04,Delivered,UPI,403.93
O11900,C0136,E101,2024-06-26,2024-06-28,Delivered,UPI,1382.99
O11901,C0043,E106,2024-10-20,2024-10-21,Delivered,Cash,13310.7
O11902,C0059,E109,2025-10-15,2025-10-19,Cancelled,Cash,0.0
O11903,C0104,E107,2024-01-01,2024-01-02,Delivered,UPI,400.47
O11904,C0098,E103,2025-10-19,2025-10-24,Delivered,Cash,1230.33
O11905,C0064,E103,2024-04-30,2024-05-05,Delivered,UPI,621.1
O11906,C0070,E102,2025-12-22,2025-12-27,Delivered,Cash,105.0
O11907,C0115,E105,2025-11-24,2025-11-29,Delivered,Cash,1340.09
O11908,C0103,E101,2024-12-26,2024-12-27,Delivered,UPI,1492.01
O11909,C0051,E108,2025-01-10,2025-01-15,Returned,Cash,603.66
O11910,C0095,E109,2024-12-15,2024-12-20,Delivered,Cash,286.91
O11911,C0018,E102,2025-04-19,2025-04-24,Returned,Bank Transfer,10697.49
O11912,C0092,E108,2024-03-19,2024-03-24,Delivered,Bank Transfer,920.01
O11913,C0025,E101,2024-01-29,2024-01-31,Delivered,UPI,4009.65
O11914,C0053,E107,2024-02-19,2024-02-24,Returned,UPI,817.34
O11915,C0126,E104,2024-11-17,2024-11-19,Delivered,Cash,75.46
O11916,C0129,E107,2024-07-20,2024-07-24,Delivered,Cash,2642.02
O11917,C0109,E104,2025-04-11,2025-04-14,Returned,Bank Transfer,529.83
O11918,C0008,E106,2025-12-24,2025-12-26,Delivered,Bank Transfer,4002.61
O11919,C0001,E100,2024-10-09,2024-10-10,Delivered,Cash,16428.5
O11920,C0074,E109,2025-03-04,2025-03-07,Delivered,Cash,333.73
O11921,C0066,E104,2024-10-29,2024-11-02,Delivered,Cash,69.41
O11922,C0131,E105,2025-09-14,2025-09-16,Delivered,Cash,1113.4
O11923,C0035,E106,2025-10-20,2025-10-22,Delivered,Bank Transfer,18079.72
O11924,C0140,E100,2025-10-03,2025-10-07,Delivered,UPI,86.94
O11925,C0044,E108,2025-12-08,2025-12-13,Delivered,Credit Terms,5295.19
O11926,C0129,E106,2024-01-24,2024-01-27,Delivered,UPI,1572.56
O11927,C0134,E104,2025-09-10,2025-09-13,Delivered,Cash,244.6
O11928,C0112,E104,2025-06-30,2025-07-01,Delivered,UPI,3677.04
O11929,C0079,E100,2024-06-16,2024-06-19,Delivered,Cash,912.24
O11930,C0083,E109,2025-11-25,2025-11-27,Delivered,Cash,114.74
O11931,C0108,E105,2024-04-27,2024-04-30,Cancelled,Cash,0.0
O11932,C0133,E103,2025-05-16,2025-05-17,Delivered,UPI,825.34
O11933,C0136,E104,2024-06-13,2024-06-15,Delivered,UPI,294.87
O11934,C0113,E109,2024-11-08,2024-11-12,Delivered,UPI,24.84
O11935,C0144,E105,2025-06-10,2025-06-13,Delivered,Cash,777.69
O11936,C0147,E105,2025-02-23,2025-02-25,Delivered,UPI,144.06
O11937,C0092,E108,2024-11-05,2024-11-07,Cancelled,Cheque,0.0
O11938,C0011,E100,2024-09-01,2024-09-04,Delivered,Cheque,4443.38
O11939,C0102,E105,2025-09-10,2025-09-12,Delivered,Cash,2946.34
O11940,C0105,E108,2024-04-24,2024-04-26,Returned,UPI,32.6
O11941,C0005,E109,2024-11-07,2024-11-10,Delivered,UPI,10048.49
O11942,C0112,E102,2025-10-21,2025-10-26,Delivered,Cash,1392.3
O11943,C0029,E108,2025-09-14,2025-09-18,Delivered,Cheque,12723.6
O11944,C0030,E103,2024-10-19,2024-10-21,Delivered,Cash,17639.93
O11945,C0040,E107,2025-07-09,2025-07-10,Delivered,Bank Transfer,15697.29
O11946,C0010,E108,2025-08-30,2025-09-02,Delivered,Cash,5613.35
O11947,C0086,E102,2025-10-11,2025-10-16,Delivered,Cash,434.8
O11948,C0009,E109,2025-02-07,2025-02-12,Delivered,Bank Transfer,5528.79
O11949,C0126,E100,2024-06-01,2024-06-02,Delivered,Cheque,777.73
O11950,C0102,E106,2024-07-03,2024-07-04,Delivered,Bank Transfer,502.79
O11951,C0148,E100,2024-08-06,2024-08-10,Delivered,UPI,974.4
O11952,C0112,E105,2025-03-21,2025-03-23,Returned,UPI,1900.8
O11953,C0034,E107,2024-01-29,2024-01-30,Delivered,Cheque,6336.21
O11954,C0138,E104,2025-04-19,2025-04-23,Delivered,Cash,482.49
O11955,C0021,E101,2024-09-25,2024-09-30,Delivered,UPI,7476.14
O11956,C0102,E109,2024-08-06,2024-08-09,Delivered,UPI,1110.46
O11957,C0009,E102,2025-10-05,2025-10-09,Delivered,Bank Transfer,7701.54
O11958,C0118,E102,2024-11-27,2024-12-02,Cancelled,UPI,0.0
O11959,C0080,E103,2024-03-23,2024-03-25,Delivered,Cash,232.62
O11960,C0068,E103,2025-09-02,2025-09-06,Delivered,UPI,356.95
O11961,C0008,E100,2024-02-11,2024-02-14,Delivered,Credit Terms,2992.27
O11962,C0110,E102,2025-06-14,2025-06-19,Delivered,UPI,188.88
O11963,C0031,E109,2025-07-19,2025-07-22,Cancelled,Bank Transfer,0.0
O11964,C0128,E109,2024-09-18,2024-09-19,Delivered,UPI,1543.51
O11965,C0082,E106,2025-09-01,2025-09-03,Delivered,UPI,643.31
O11966,C0145,E102,2025-01-13,2025-01-17,Delivered,Cash,2265.58
O11967,C0070,E105,2024-11-29,2024-12-02,Delivered,Cash,318.44
O11968,C0030,E100,2024-02-09,2024-02-11,Delivered,Cash,2221.44
O11969,C0109,E105,2024-08-02,2024-08-07,Returned,Cheque,1072.2
O11970,C0056,E109,2025-11-08,2025-11-11,Delivered,Cash,286.02
O11971,C0037,E106,2024-10-13,2024-10-14,Delivered,Bank Transfer,10906.52
O11972,C0030,E109,2025-02-09,2025-02-13,Returned,Cash,18489.94
O11973,C0147,E104,2025-01-27,2025-01-29,Delivered,Cash,348.35
O11974,C0070,E109,2025-03-19,2025-03-24,Delivered,Bank Transfer,288.45
O11975,C0121,E107,2024-02-22,2024-02-26,Delivered,UPI,159.04
O11976,C0048,E102,2024-09-24,2024-09-29,Returned,Cash,39.87
O11977,C0105,E106,2025-06-12,2025-06-16,Delivered,Cash,329.64
O11978,C0114,E101,2024-05-29,2024-06-01,Delivered,UPI,70.38
O11979,C0005,E108,2024-05-31,2024-06-03,Delivered,Bank Transfer,15273.05
O11980,C0065,E101,2024-01-09,2024-01-13,Delivered,Cash,123.48
O11981,C0071,E105,2024-11-12,2024-11-13,Delivered,UPI,1117.97
O11982,C0023,E102,2025-10-07,2025-10-09,Delivered,Cash,10789.93
O11983,C0105,E102,2024-02-14,2024-02-17,Delivered,Cash,579.4
O11984,C0060,E106,2024-05-23,2024-05-26,Delivered,Cash,424.86
O11985,C0030,E107,2024-08-19,2024-08-21,Delivered,UPI,8944.25
O11986,C0069,E103,2025-06-17,2025-06-22,Delivered,Cash,75.45
O11987,C0039,E100,2025-04-22,2025-04-25,Delivered,Cash,12660.64
O11988,C0101,E105,2024-10-29,2024-11-01,Delivered,UPI,318.57
O11989,C0108,E109,2025-07-06,2025-07-09,Delivered,UPI,691.38
O11990,C0099,E104,2025-04-03,2025-04-08,Delivered,UPI,1556.94
O11991,C0021,E103,2025-10-16,2025-10-18,Delivered,Cash,10935.07
O11992,C0126,E106,2025-08-26,2025-08-28,Delivered,UPI,90.46
O11993,C0018,E107,2024-06-30,2024-07-03,Delivered,Credit Terms,17761.03
O11994,C0018,E103,2024-07-16,2024-07-18,Delivered,Bank Transfer,3131.3
O11995,C0099,E109,2024-04-13,2024-04-17,Delivered,UPI,520.96
O11996,C0047,E108,2024-09-08,2024-09-11,Cancelled,Cash,0.0
O11997,C0046,E109,2025-12-30,2026-01-02,Delivered,Cash,1148.97
O11998,C0054,E106,2024-10-22,2024-10-25,Delivered,UPI,289.82
O11999,C0101,E103,2024-06-10,2024-06-13,Delivered,Cash,1190.4
O12000,C0129,E103,2025-07-09,2025-07-12,Delivered,Cash,530.28
O12001,C0115,E101,2025-02-05,2025-02-06,Delivered,Cash,1344.18
O12002,C0130,E105,2024-04-28,2024-04-30,Delivered,Cash,202.74
O12003,C0138,E102,2024-10-05,2024-10-06,Delivered,Cash,108.44
O12004,C0060,E105,2024-10-28,2024-10-29,Delivered,UPI,264.92
