order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total,customer_id,employee_id,order_date,ship_date,order_status,payment_method,order_total,processing_days,customer_name,customer_type,city,state,product_name,category,size,thickness,unit_cost,retail_price,wholesale_price,employee_name,region,profit,order_month
OI004800,O11562,P1061,8,13.3,0.015,104.8,C0061,E101,2025-01-19,2025-01-21,Delivered,Cash,104.8,2,FastCard Print Mumbai,Retail,Mumbai,Maharashtra,PVC ID Card Laminate - ID Card,Pouch,ID Card,150 micron,7.04,13.3,9.47,Priya Mehta,South,49.33,2025-01
OI004801,O11563,P1049,83,12.54,0.0,1040.82,C0033,E100,2025-02-23,2025-02-28,Delivered,Bank Transfer,1980.49,5,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Soft Touch Lamination Film - A4,Film,A4,150 micron,8.44,16.27,12.54,Rahul Sharma,North,340.3,2025-02
OI004802,O11563,P1077,21,17.4,0.0,365.4,C0033,E100,2025-02-23,2025-02-28,Delivered,Bank Transfer,1980.49,5,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,UV Protective Lamination Film - Roll-25in,Film,Roll-25in,150 micron,12.35,24.27,17.4,Rahul Sharma,North,106.05,2025-02
OI004803,O11563,P1046,103,6.1,0.086,574.27,C0033,E100,2025-02-23,2025-02-28,Delivered,Bank Transfer,1980.49,5,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Self-Adhesive Laminate Sheet - A2,Sheet,A2,100 micron,4.2,8.64,6.1,Rahul Sharma,North,178.87,2025-02
OI004804,O11564,P1011,3,12.76,0.0,38.28,C0118,E101,2024-11-15,2024-11-16,Delivered,UPI,229.36,1,Smart Print Studio Mumbai,Retail,Mumbai,Maharashtra,Glossy Lamination Pouch - Letter,Pouch,Letter,250 micron,7.11,12.76,10.18,Priya Mehta,South,16.95,2024-11
OI004805,O11564,P1066,17,11.24,0.0,191.08,C0118,E101,2024-11-15,2024-11-16,Delivered,UPI,229.36,1,Smart Print Studio Mumbai,Retail,Mumbai,Maharashtra,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Priya Mehta,South,73.61,2024-11
OI004806,O11565,P1055,111,9.97,0.081,1017.03,C0029,E106,2025-04-01,2025-04-06,Delivered,Credit Terms,6018.98,5,Card Solutions Chandigarh,Wholesale,Chandigarh,Punjab,Soft Touch Lamination Film - Roll-25in,Film,Roll-25in,150 micron,7.4,15.82,9.97,Karan Malhotra,South,262.16,2025-04
OI004807,O11565,P1061,50,9.47,0.0,473.5,C0029,E106,2025-04-01,2025-04-06,Delivered,Credit Terms,6018.98,5,Card Solutions Chandigarh,Wholesale,Chandigarh,Punjab,PVC ID Card Laminate - ID Card,Pouch,ID Card,150 micron,7.04,13.3,9.47,Karan Malhotra,South,121.5,2025-04
OI004808,O11565,P1016,42,5.44,0.0,228.48,C0029,E106,2025-04-01,2025-04-06,Delivered,Credit Terms,6018.98,5,Card Solutions Chandigarh,Wholesale,Chandigarh,Punjab,Matte Lamination Pouch - A3,Pouch,A3,75 micron,4.16,6.93,5.44,Karan Malhotra,South,53.76,2025-04
OI004809,O11565,P1072,91,7.61,0.0,692.51,C0029,E106,2025-04-01,2025-04-06,Delivered,Credit Terms,6018.98,5,Card Solutions Chandigarh,Wholesale,Chandigarh,Punjab,UV Protective Lamination Film - A4,Film,A4,150 micron,6.0,9.65,7.61,Karan Malhotra,South,146.51,2025-04
OI004810,O11565,P1066,57,9.12,0.029,504.76,C0029,E106,2025-04-01,2025-04-06,Delivered,Credit Terms,6018.98,5,Card Solutions Chandigarh,Wholesale,Chandigarh,Punjab,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Karan Malhotra,South,122.32,2025-04
OI004811,O11565,P1034,46,67.45,0.0,3102.7,C0029,E106,2025-04-01,2025-04-06,Delivered,Credit Terms,6018.98,5,Card Solutions Chandigarh,Wholesale,Chandigarh,Punjab,Cold Lamination Roll - 12in,Roll,12in,150 micron,50.74,107.1,67.45,Karan Malhotra,South,768.66,2025-04
OI004812,O11566,P1049,8,16.27,0.0,130.16,C0125,E104,2025-10-31,2025-11-01,Delivered,UPI,130.16,1,Local Print Corner Delhi,Retail,Delhi,Delhi,Soft Touch Lamination Film - A4,Film,A4,150 micron,8.44,16.27,12.54,Vikram Rao,Central,62.64,2025-10
OI004813,O11567,P1055,20,15.82,0.0,316.4,C0121,E104,2024-09-24,2024-09-26,Delivered,UPI,481.22,2,City Photocopy Center Kolkata,Retail,Kolkata,West Bengal,Soft Touch Lamination Film - Roll-25in,Film,Roll-25in,150 micron,7.4,15.82,9.97,Vikram Rao,Central,168.4,2024-09
OI004814,O11567,P1025,3,54.94,0.0,164.82,C0121,E104,2024-09-24,2024-09-26,Delivered,UPI,481.22,2,City Photocopy Center Kolkata,Retail,Kolkata,West Bengal,Thermal Lamination Roll - 12in,Roll,12in,150 micron,28.42,54.94,39.29,Vikram Rao,Central,79.56,2024-09
OI004815,O11568,P1077,3,24.27,0.0,72.81,C0143,E101,2025-06-14,2025-06-17,Delivered,Cash,371.71,3,City Photocopy Center Nagpur,Retail,Nagpur,Maharashtra,UV Protective Lamination Film - Roll-25in,Film,Roll-25in,150 micron,12.35,24.27,17.4,Priya Mehta,South,35.76,2025-06
OI004816,O11568,P1063,14,13.29,0.0,186.06,C0143,E101,2025-06-14,2025-06-17,Delivered,Cash,371.71,3,City Photocopy Center Nagpur,Retail,Nagpur,Maharashtra,PVC ID Card Laminate - Business Card,Pouch,Business Card,250 micron,7.28,13.29,9.62,Priya Mehta,South,84.14,2025-06
OI004817,O11568,P1018,13,8.68,0.0,112.84,C0143,E101,2025-06-14,2025-06-17,Delivered,Cash,371.71,3,City Photocopy Center Nagpur,Retail,Nagpur,Maharashtra,Matte Lamination Pouch - ID Card,Pouch,ID Card,250 micron,4.71,8.68,5.96,Priya Mehta,South,51.61,2025-06
OI004818,O11569,P1008,20,18.57,0.0,371.4,C0130,E107,2025-10-14,2025-10-19,Delivered,Cash,625.8,5,School Supplies Shop Delhi,Retail,Delhi,Delhi,Glossy Lamination Pouch - A5,Pouch,A5,250 micron,8.52,18.57,11.94,Divya Nair,East,201.0,2025-10
OI004819,O11569,P1063,12,13.29,0.0,159.48,C0130,E107,2025-10-14,2025-10-19,Delivered,Cash,625.8,5,School Supplies Shop Delhi,Retail,Delhi,Delhi,PVC ID Card Laminate - Business Card,Pouch,Business Card,250 micron,7.28,13.29,9.62,Divya Nair,East,72.12,2025-10
OI004820,O11569,P1055,6,15.82,0.0,94.92,C0130,E107,2025-10-14,2025-10-19,Delivered,Cash,625.8,5,School Supplies Shop Delhi,Retail,Delhi,Delhi,Soft Touch Lamination Film - Roll-25in,Film,Roll-25in,150 micron,7.4,15.82,9.97,Divya Nair,East,50.52,2025-10
OI004821,O11570,P1022,16,6.86,0.0,109.76,C0097,E109,2024-11-24,2024-11-29,Delivered,UPI,324.8,5,FastCard Print Pune,Retail,Pune,Maharashtra,Matte Lamination Pouch - Letter,Pouch,Letter,75 micron,3.6,6.86,5.13,Neha Gupta,Central,52.16,2024-11
OI004822,O11570,P1005,24,8.96,0.0,215.04,C0097,E109,2024-11-24,2024-11-29,Delivered,UPI,324.8,5,FastCard Print Pune,Retail,Pune,Maharashtra,Glossy Lamination Pouch - ID Card,Pouch,ID Card,125 micron,5.53,8.96,8.17,Neha Gupta,Central,82.32,2024-11
OI004823,O11571,P1014,112,5.08,0.004,566.68,C0033,E108,2024-11-16,2024-11-18,Delivered,Bank Transfer,15228.76,2,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Matte Lamination Pouch - A4,Pouch,A4,100 micron,3.53,6.52,5.08,Rohit Joshi,West,172.91,2024-11
OI004824,O11571,P1034,127,67.45,0.004,8531.89,C0033,E108,2024-11-16,2024-11-18,Delivered,Bank Transfer,15228.76,2,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Cold Lamination Roll - 12in,Roll,12in,150 micron,50.74,107.1,67.45,Rohit Joshi,West,2113.68,2024-11
OI004825,O11571,P1059,91,11.79,0.0,1072.89,C0033,E108,2024-11-16,2024-11-18,Delivered,Bank Transfer,15228.76,2,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Holographic Lamination Film - Roll-25in,Film,Roll-25in,75 micron,9.03,16.76,11.79,Rohit Joshi,West,251.16,2024-11
OI004826,O11571,P1005,159,8.17,0.017,1276.95,C0033,E108,2024-11-16,2024-11-18,Delivered,Bank Transfer,15228.76,2,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Glossy Lamination Pouch - ID Card,Pouch,ID Card,125 micron,5.53,8.96,8.17,Rohit Joshi,West,412.62,2024-11
OI004827,O11571,P1029,122,27.21,0.047,3163.6,C0033,E108,2024-11-16,2024-11-18,Delivered,Bank Transfer,15228.76,2,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Thermal Lamination Roll - 27in,Roll,27in,75 micron,20.28,34.62,27.21,Rohit Joshi,West,805.72,2024-11
OI004828,O11571,P1016,117,5.44,0.031,616.75,C0033,E108,2024-11-16,2024-11-18,Delivered,Bank Transfer,15228.76,2,Business Supplies Co Kolkata,Wholesale,Kolkata,West Bengal,Matte Lamination Pouch - A3,Pouch,A3,75 micron,4.16,6.93,5.44,Rohit Joshi,West,145.12,2024-11
OI004829,O11572,P1077,17,24.27,0.0,412.59,C0098,E102,2025-03-29,2025-04-03,Returned,UPI,412.59,5,School Supplies Shop Mumbai,Retail,Mumbai,Maharashtra,UV Protective Lamination Film - Roll-25in,Film,Roll-25in,150 micron,12.35,24.27,17.4,Aman Verma,East,202.64,2025-03
OI004830,O11573,P1039,18,70.77,0.0,1273.86,C0047,E104,2025-03-19,2025-03-24,Delivered,Cash,1377.66,5,Print N Bind Mumbai,Retail,Mumbai,Maharashtra,Cold Lamination Roll - 27in,Roll,27in,150 micron,36.21,70.77,45.54,Vikram Rao,Central,622.08,2025-03
OI004831,O11573,P1069,12,8.65,0.0,103.8,C0047,E104,2025-03-19,2025-03-24,Delivered,Cash,1377.66,5,Print N Bind Mumbai,Retail,Mumbai,Maharashtra,Anti-Scratch Lamination Sheet - A3,Sheet,A3,100 micron,4.13,8.65,6.14,Vikram Rao,Central,54.24,2025-03
OI004832,O11574,P1036,56,49.26,0.0,2758.56,C0013,E106,2025-08-16,2025-08-19,Delivered,Credit Terms,9505.59,3,Stationery Junction Lucknow,Wholesale,Lucknow,Uttar Pradesh,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Karan Malhotra,South,674.24,2025-08
OI004833,O11574,P1072,85,7.61,0.0,646.85,C0013,E106,2025-08-16,2025-08-19,Delivered,Credit Terms,9505.59,3,Stationery Junction Lucknow,Wholesale,Lucknow,Uttar Pradesh,UV Protective Lamination Film - A4,Film,A4,150 micron,6.0,9.65,7.61,Karan Malhotra,South,136.85,2025-08
OI004834,O11574,P1034,95,67.45,0.048,6100.18,C0013,E106,2025-08-16,2025-08-19,Delivered,Credit Terms,9505.59,3,Stationery Junction Lucknow,Wholesale,Lucknow,Uttar Pradesh,Cold Lamination Roll - 12in,Roll,12in,150 micron,50.74,107.1,67.45,Karan Malhotra,South,1511.25,2025-08
OI004835,O11575,P1074,24,21.0,0.0,504.0,C0049,E106,2024-12-10,2024-12-13,Delivered,Cash,843.23,3,Smart Print Studio Chandigarh,Retail,Chandigarh,Punjab,UV Protective Lamination Film - A3,Film,A3,250 micron,12.09,21.0,17.14,Karan Malhotra,South,213.84,2024-12
OI004836,O11575,P1055,4,15.82,0.016,62.27,C0049,E106,2024-12-10,2024-12-13,Delivered,Cash,843.23,3,Smart Print Studio Chandigarh,Retail,Chandigarh,Punjab,Soft Touch Lamination Film - Roll-25in,Film,Roll-25in,150 micron,7.4,15.82,9.97,Karan Malhotra,South,33.14,2024-12
OI004837,O11575,P1029,8,34.62,0.0,276.96,C0049,E106,2024-12-10,2024-12-13,Delivered,Cash,843.23,3,Smart Print Studio Chandigarh,Retail,Chandigarh,Punjab,Thermal Lamination Roll - 27in,Roll,27in,75 micron,20.28,34.62,27.21,Karan Malhotra,South,114.72,2024-12
OI004838,O11576,P1052,22,29.94,0.0,658.68,C0108,E101,2025-12-27,2026-01-01,Delivered,Cash,721.14,5,Smart Print Studio Bengaluru,Retail,Bengaluru,Karnataka,Soft Touch Lamination Film - A3,Film,A3,250 micron,14.67,29.94,21.28,Priya Mehta,South,335.94,2025-12
OI004839,O11576,P1000,6,10.41,0.0,62.46,C0108,E101,2025-12-27,2026-01-01,Delivered,Cash,721.14,5,Smart Print Studio Bengaluru,Retail,Bengaluru,Karnataka,Glossy Lamination Pouch - A4,Pouch,A4,100 micron,5.55,10.41,7.4,Priya Mehta,South,29.16,2025-12
OI004840,O11577,P1057,12,27.97,0.0,335.64,C0047,E100,2024-02-21,2024-02-26,Delivered,Cash,528.87,5,Print N Bind Mumbai,Retail,Mumbai,Maharashtra,Holographic Lamination Film - A4,Film,A4,250 micron,13.48,27.97,19.51,Rahul Sharma,North,173.88,2024-02
OI004841,O11577,P1044,22,8.99,0.023,193.23,C0047,E100,2024-02-21,2024-02-26,Delivered,Cash,528.87,5,Print N Bind Mumbai,Retail,Mumbai,Maharashtra,Self-Adhesive Laminate Sheet - A3,Sheet,A3,75 micron,4.4,8.99,6.11,Rahul Sharma,North,98.66,2024-02
OI004842,O11578,P1036,2,67.58,0.0,135.16,C0150,E104,2024-01-03,2024-01-07,Returned,Bank Transfer,286.31,4,Smart Print Studio Bengaluru,Retail,Bengaluru,Karnataka,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Vikram Rao,Central,60.72,2024-01
OI004843,O11578,P1042,7,15.17,0.0,106.19,C0150,E104,2024-01-03,2024-01-07,Returned,Bank Transfer,286.31,4,Smart Print Studio Bengaluru,Retail,Bengaluru,Karnataka,Self-Adhesive Laminate Sheet - A4,Sheet,A4,125 micron,8.14,15.17,10.33,Vikram Rao,Central,49.21,2024-01
OI004844,O11578,P1066,4,11.24,0.0,44.96,C0150,E104,2024-01-03,2024-01-07,Returned,Bank Transfer,286.31,4,Smart Print Studio Bengaluru,Retail,Bengaluru,Karnataka,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Vikram Rao,Central,17.32,2024-01
OI004845,O11579,P1002,4,4.14,0.0,16.56,C0149,E103,2025-04-22,2025-04-26,Delivered,UPI,588.4,4,Campus Stationery Surat,Retail,Surat,Gujarat,Glossy Lamination Pouch - A3,Pouch,A3,150 micron,2.54,4.14,3.79,Sneha Kapoor,West,6.4,2025-04
OI004846,O11579,P1032,8,71.48,0.0,571.84,C0149,E103,2025-04-22,2025-04-26,Delivered,UPI,588.4,4,Campus Stationery Surat,Retail,Surat,Gujarat,Thermal Lamination Roll - 36in,Roll,36in,250 micron,34.68,71.48,43.73,Sneha Kapoor,West,294.4,2025-04
OI004847,O11580,P1063,19,13.29,0.0,252.51,C0138,E106,2024-08-09,2024-08-12,Delivered,UPI,1329.82,3,FastCard Print Coimbatore,Retail,Coimbatore,Tamil Nadu,PVC ID Card Laminate - Business Card,Pouch,Business Card,250 micron,7.28,13.29,9.62,Karan Malhotra,South,114.19,2024-08
OI004848,O11580,P1029,9,34.62,0.011,308.15,C0138,E106,2024-08-09,2024-08-12,Delivered,UPI,1329.82,3,FastCard Print Coimbatore,Retail,Coimbatore,Tamil Nadu,Thermal Lamination Roll - 27in,Roll,27in,75 micron,20.28,34.62,27.21,Karan Malhotra,South,127.64,2024-08
OI004849,O11580,P1025,14,54.94,0.0,769.16,C0138,E106,2024-08-09,2024-08-12,Delivered,UPI,1329.82,3,FastCard Print Coimbatore,Retail,Coimbatore,Tamil Nadu,Thermal Lamination Roll - 12in,Roll,12in,150 micron,28.42,54.94,39.29,Karan Malhotra,South,371.28,2024-08
OI004850,O11581,P1077,14,24.27,0.0,339.78,C0092,E100,2024-06-23,2024-06-24,Delivered,Cash,653.67,1,Cyber Cafe & Print Coimbatore,Retail,Coimbatore,Tamil Nadu,UV Protective Lamination Film - Roll-25in,Film,Roll-25in,150 micron,12.35,24.27,17.4,Rahul Sharma,North,166.88,2024-06
OI004851,O11581,P1057,1,27.97,0.0,27.97,C0092,E100,2024-06-23,2024-06-24,Delivered,Cash,653.67,1,Cyber Cafe & Print Coimbatore,Retail,Coimbatore,Tamil Nadu,Holographic Lamination Film - A4,Film,A4,250 micron,13.48,27.97,19.51,Rahul Sharma,North,14.49,2024-06
OI004852,O11581,P1032,4,71.48,0.0,285.92,C0092,E100,2024-06-23,2024-06-24,Delivered,Cash,653.67,1,Cyber Cafe & Print Coimbatore,Retail,Coimbatore,Tamil Nadu,Thermal Lamination Roll - 36in,Roll,36in,250 micron,34.68,71.48,43.73,Rahul Sharma,North,147.2,2024-06
OI004853,O11582,P1022,52,5.13,0.0,266.76,C0028,E108,2024-08-20,2024-08-23,Delivered,UPI,11800.21,3,Office Mart Jaipur,Wholesale,Jaipur,Rajasthan,Matte Lamination Pouch - Letter,Pouch,Letter,75 micron,3.6,6.86,5.13,Rohit Joshi,West,79.56,2024-08
OI004854,O11582,P1042,40,10.33,0.0,413.2,C0028,E108,2024-08-20,2024-08-23,Delivered,UPI,11800.21,3,Office Mart Jaipur,Wholesale,Jaipur,Rajasthan,Self-Adhesive Laminate Sheet - A4,Sheet,A4,125 micron,8.14,15.17,10.33,Rohit Joshi,West,87.6,2024-08
OI004855,O11582,P1039,147,45.54,0.01,6627.44,C0028,E108,2024-08-20,2024-08-23,Delivered,UPI,11800.21,3,Office Mart Jaipur,Wholesale,Jaipur,Rajasthan,Cold Lamination Roll - 27in,Roll,27in,150 micron,36.21,70.77,45.54,Rohit Joshi,West,1357.79,2024-08
OI004856,O11582,P1072,109,7.61,0.098,748.2,C0028,E108,2024-08-20,2024-08-23,Delivered,UPI,11800.21,3,Office Mart Jaipur,Wholesale,Jaipur,Rajasthan,UV Protective Lamination Film - A4,Film,A4,150 micron,6.0,9.65,7.61,Rohit Joshi,West,158.29,2024-08
OI004857,O11582,P1032,77,43.73,0.0,3367.21,C0028,E108,2024-08-20,2024-08-23,Delivered,UPI,11800.21,3,Office Mart Jaipur,Wholesale,Jaipur,Rajasthan,Thermal Lamination Roll - 36in,Roll,36in,250 micron,34.68,71.48,43.73,Rohit Joshi,West,696.85,2024-08
OI004858,O11582,P1000,51,7.4,0.0,377.4,C0028,E108,2024-08-20,2024-08-23,Delivered,UPI,11800.21,3,Office Mart Jaipur,Wholesale,Jaipur,Rajasthan,Glossy Lamination Pouch - A4,Pouch,A4,100 micron,5.55,10.41,7.4,Rohit Joshi,West,94.35,2024-08
OI004859,O11583,P1077,12,24.27,0.016,286.58,C0081,E109,2024-07-03,2024-07-04,Delivered,Bank Transfer,286.58,1,Easy ID Cards Jaipur,Retail,Jaipur,Rajasthan,UV Protective Lamination Film - Roll-25in,Film,Roll-25in,150 micron,12.35,24.27,17.4,Neha Gupta,Central,140.75,2024-07
OI004860,O11584,P1034,5,107.1,0.002,534.43,C0119,E106,2024-01-27,2024-01-31,Delivered,Bank Transfer,733.34,4,FastCard Print Indore,Retail,Indore,Madhya Pradesh,Cold Lamination Roll - 12in,Roll,12in,150 micron,50.74,107.1,67.45,Karan Malhotra,South,281.24,2024-01
OI004861,O11584,P1059,12,16.76,0.011,198.91,C0119,E106,2024-01-27,2024-01-31,Delivered,Bank Transfer,733.34,4,FastCard Print Indore,Retail,Indore,Madhya Pradesh,Holographic Lamination Film - Roll-25in,Film,Roll-25in,75 micron,9.03,16.76,11.79,Karan Malhotra,South,91.74,2024-01
OI004862,O11585,P1066,2,11.24,0.0,22.48,C0136,E104,2025-12-06,2025-12-10,Returned,Cash,22.48,4,School Supplies Shop Mumbai,Retail,Mumbai,Maharashtra,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Vikram Rao,Central,8.66,2025-12
OI004863,O11586,P1046,11,8.64,0.0,95.04,C0086,E100,2024-06-11,2024-06-12,Delivered,UPI,443.08,1,School Supplies Shop Ahmedabad,Retail,Ahmedabad,Gujarat,Self-Adhesive Laminate Sheet - A2,Sheet,A2,100 micron,4.2,8.64,6.1,Rahul Sharma,North,48.84,2024-06
OI004864,O11586,P1055,22,15.82,0.0,348.04,C0086,E100,2024-06-11,2024-06-12,Delivered,UPI,443.08,1,School Supplies Shop Ahmedabad,Retail,Ahmedabad,Gujarat,Soft Touch Lamination Film - Roll-25in,Film,Roll-25in,150 micron,7.4,15.82,9.97,Rahul Sharma,North,185.24,2024-06
OI004865,O11587,P1016,18,6.93,0.0,124.74,C0085,E108,2025-06-19,2025-06-22,Delivered,UPI,124.74,3,Easy ID Cards Kolkata,Retail,Kolkata,West Bengal,Matte Lamination Pouch - A3,Pouch,A3,75 micron,4.16,6.93,5.44,Rohit Joshi,West,49.86,2025-06
OI004866,O11588,P1055,24,15.82,0.0,379.68,C0097,E108,2025-07-09,2025-07-10,Delivered,Cash,379.68,1,FastCard Print Pune,Retail,Pune,Maharashtra,Soft Touch Lamination Film - Roll-25in,Film,Roll-25in,150 micron,7.4,15.82,9.97,Rohit Joshi,West,202.08,2025-07
OI004867,O11589,P1018,19,8.68,0.0,164.92,C0147,E109,2025-11-07,2025-11-08,Returned,UPI,164.92,1,School Supplies Shop Hyderabad,Retail,Hyderabad,Telangana,Matte Lamination Pouch - ID Card,Pouch,ID Card,250 micron,4.71,8.68,5.96,Neha Gupta,Central,75.43,2025-11
OI004868,O11590,P1025,22,54.94,0.0,1208.68,C0127,E104,2024-01-27,2024-02-01,Delivered,UPI,1208.68,5,Quick Print Shop Ahmedabad,Retail,Ahmedabad,Gujarat,Thermal Lamination Roll - 12in,Roll,12in,150 micron,28.42,54.94,39.29,Vikram Rao,Central,583.44,2024-01
OI004869,O11591,P1018,197,5.96,0.068,1094.28,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Matte Lamination Pouch - ID Card,Pouch,ID Card,250 micron,4.71,8.68,5.96,Rohit Joshi,West,229.5,2025-09
OI004870,O11591,P1044,111,6.11,0.006,674.14,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Self-Adhesive Laminate Sheet - A3,Sheet,A3,75 micron,4.4,8.99,6.11,Rohit Joshi,West,188.67,2025-09
OI004871,O11591,P1072,149,7.61,0.076,1047.71,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,UV Protective Lamination Film - A4,Film,A4,150 micron,6.0,9.65,7.61,Rohit Joshi,West,221.66,2025-09
OI004872,O11591,P1057,160,19.51,0.042,2990.49,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Holographic Lamination Film - A4,Film,A4,250 micron,13.48,27.97,19.51,Rohit Joshi,West,924.28,2025-09
OI004873,O11591,P1034,70,67.45,0.0,4721.5,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Cold Lamination Roll - 12in,Roll,12in,150 micron,50.74,107.1,67.45,Rohit Joshi,West,1169.7,2025-09
OI004874,O11591,P1014,21,5.08,0.0,106.68,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Matte Lamination Pouch - A4,Pouch,A4,100 micron,3.53,6.52,5.08,Rohit Joshi,West,32.55,2025-09
OI004875,O11591,P1020,137,4.79,0.099,591.26,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Matte Lamination Pouch - A5,Pouch,A5,250 micron,3.49,5.89,4.79,Rohit Joshi,West,160.47,2025-09
OI004876,O11591,P1005,84,8.17,0.0,686.28,C0007,E108,2025-09-30,2025-10-01,Delivered,Credit Terms,11912.34,1,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Glossy Lamination Pouch - ID Card,Pouch,ID Card,125 micron,5.53,8.96,8.17,Rohit Joshi,West,221.76,2025-09
OI004877,O11592,P1074,136,17.14,0.03,2261.11,C0042,E104,2025-01-23,2025-01-25,Delivered,Bank Transfer,11678.69,2,Office Mart Chennai,Wholesale,Chennai,Tamil Nadu,UV Protective Lamination Film - A3,Film,A3,250 micron,12.09,21.0,17.14,Vikram Rao,Central,666.2,2025-01
OI004878,O11592,P1027,94,56.63,0.0,5323.22,C0042,E104,2025-01-23,2025-01-25,Delivered,Bank Transfer,11678.69,2,Office Mart Chennai,Wholesale,Chennai,Tamil Nadu,Thermal Lamination Roll - 25in,Roll,25in,75 micron,38.4,65.16,56.63,Vikram Rao,Central,1713.62,2025-01
OI004879,O11592,P1029,74,27.21,0.0,2013.54,C0042,E104,2025-01-23,2025-01-25,Delivered,Bank Transfer,11678.69,2,Office Mart Chennai,Wholesale,Chennai,Tamil Nadu,Thermal Lamination Roll - 27in,Roll,27in,75 micron,20.28,34.62,27.21,Vikram Rao,Central,512.82,2025-01
OI004880,O11592,P1061,53,9.47,0.0,501.91,C0042,E104,2025-01-23,2025-01-25,Delivered,Bank Transfer,11678.69,2,Office Mart Chennai,Wholesale,Chennai,Tamil Nadu,PVC ID Card Laminate - ID Card,Pouch,ID Card,150 micron,7.04,13.3,9.47,Vikram Rao,Central,128.79,2025-01
OI004881,O11592,P1005,197,8.17,0.019,1578.91,C0042,E104,2025-01-23,2025-01-25,Delivered,Bank Transfer,11678.69,2,Office Mart Chennai,Wholesale,Chennai,Tamil Nadu,Glossy Lamination Pouch - ID Card,Pouch,ID Card,125 micron,5.53,8.96,8.17,Vikram Rao,Central,510.2,2025-01
OI004882,O11593,P1046,41,6.1,0.0,250.1,C0037,E100,2025-04-17,2025-04-22,Delivered,Cheque,11297.22,5,ID Card Distributors Chandigarh,Wholesale,Chandigarh,Punjab,Self-Adhesive Laminate Sheet - A2,Sheet,A2,100 micron,4.2,8.64,6.1,Rahul Sharma,North,77.9,2025-04
OI004883,O11593,P1027,145,56.63,0.07,7636.56,C0037,E100,2025-04-17,2025-04-22,Delivered,Cheque,11297.22,5,ID Card Distributors Chandigarh,Wholesale,Chandigarh,Punjab,Thermal Lamination Roll - 25in,Roll,25in,75 micron,38.4,65.16,56.63,Rahul Sharma,North,2458.32,2025-04
OI004884,O11593,P1066,70,9.12,0.0,638.4,C0037,E100,2025-04-17,2025-04-22,Delivered,Cheque,11297.22,5,ID Card Distributors Chandigarh,Wholesale,Chandigarh,Punjab,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Rahul Sharma,North,154.7,2025-04
OI004885,O11593,P1057,133,19.51,0.026,2527.36,C0037,E100,2025-04-17,2025-04-22,Delivered,Cheque,11297.22,5,ID Card Distributors Chandigarh,Wholesale,Chandigarh,Punjab,Holographic Lamination Film - A4,Film,A4,250 micron,13.48,27.97,19.51,Rahul Sharma,North,781.14,2025-04
OI004886,O11593,P1016,45,5.44,0.0,244.8,C0037,E100,2025-04-17,2025-04-22,Delivered,Cheque,11297.22,5,ID Card Distributors Chandigarh,Wholesale,Chandigarh,Punjab,Matte Lamination Pouch - A3,Pouch,A3,75 micron,4.16,6.93,5.44,Rahul Sharma,North,57.6,2025-04
